#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
591	SAV0751	chr	+	828882	829557	828882	829557	1	828882,	829557,	748	none	cmpl	cmpl	0,
591	SAV0752	chr	+	829617	830190	829617	830190	1	829617,	830190,	749	none	cmpl	cmpl	0,
591	SAV0753	chr	+	830603	833135	830603	833135	1	830603,	833135,	750	secA	cmpl	cmpl	0,
591	SAV0754	chr	+	833567	834560	833567	834560	1	833567,	834560,	751	prfB	cmpl	cmpl	0,
591	SAV0755	chr	+	834968	835808	834968	835808	1	834968,	835808,	752	none	cmpl	cmpl	0,
591	SAV0756	chr	+	835981	836632	835981	836632	1	835981,	836632,	753	none	cmpl	cmpl	0,
591	SAV0757	chr	+	836628	836865	836628	836865	1	836628,	836865,	754	none	cmpl	cmpl	0,
591	SAV0758	chr	+	837127	839119	837127	839119	1	837127,	839119,	755	uvrB	cmpl	cmpl	0,
591	SAV0759	chr	+	839126	841973	839126	841973	1	839126,	841973,	756	uvrA	cmpl	cmpl	0,
591	SAV0760	chr	+	842636	843569	842636	843569	1	842636,	843569,	757	hprK	cmpl	cmpl	0,
591	SAV0761	chr	+	843574	844414	843574	844414	1	843574,	844414,	758	lgt	cmpl	cmpl	0,
591	SAV0762	chr	+	844421	844907	844421	844907	1	844421,	844907,	759	none	cmpl	cmpl	0,
591	SAV0763	chr	+	844914	846354	844914	846354	1	844914,	846354,	760	none	cmpl	cmpl	0,
591	SAV0764	chr	+	846420	847356	846420	847356	1	846420,	847356,	761	trxB	cmpl	cmpl	0,
591	SAV0765	chr	+	848300	849212	848300	849212	1	848300,	849212,	762	none	cmpl	cmpl	0,
591	SAV0766	chr	+	849208	850204	849208	850204	1	849208,	850204,	763	none	cmpl	cmpl	0,
591	SAV0767	chr	+	850314	851259	850314	851259	1	850314,	851259,	764	none	cmpl	cmpl	0,
591	SAV0768	chr	+	851822	852410	851822	852410	1	851822,	852410,	765	clpP	cmpl	cmpl	0,
591	SAV0769	chr	-	852652	853555	852652	853555	1	852652,	853555,	766	none	cmpl	cmpl	0,
591	SAV0770	chr	+	854257	854887	854257	854887	1	854257,	854887,	767	none	cmpl	cmpl	0,
591	SAV0771	chr	+	855811	856825	855811	856825	1	855811,	856825,	768	gapR	cmpl	cmpl	0,
591	SAV0772	chr	+	856877	857888	856877	857888	1	856877,	857888,	769	gap	cmpl	cmpl	0,
591	SAV0773	chr	+	858026	859217	858026	859217	1	858026,	859217,	770	pgk	cmpl	cmpl	0,
591	SAV0774	chr	+	859338	860100	859338	860100	1	859338,	860100,	771	tpi	cmpl	cmpl	0,
591	SAV0775	chr	+	860102	861620	860102	861620	1	860102,	861620,	772	pgm	cmpl	cmpl	0,
591	SAV0776	chr	+	861749	863054	861749	863054	1	861749,	863054,	773	eno	cmpl	cmpl	0,
591	SAV0777	chr	+	863392	863851	863392	863851	1	863392,	863851,	774	none	cmpl	cmpl	0,
591	SAV0778	chr	+	863917	864151	863917	864151	1	863917,	864151,	775	secG	cmpl	cmpl	0,
591	SAV0779	chr	+	864266	865007	864266	865007	1	864266,	865007,	776	none	cmpl	cmpl	0,
591	SAV0780	chr	+	865040	867413	865040	867413	1	865040,	867413,	777	none	cmpl	cmpl	0,
591	SAV0782	chr	+	867434	867899	867434	867899	1	867434,	867899,	778	smpB	cmpl	cmpl	0,
591	SAV0783	chr	-	868461	869568	868461	869568	1	868461,	869568,	779	none	cmpl	cmpl	0,
591	SAV0784	chr	-	869573	870158	869573	870158	1	869573,	870158,	780	none	cmpl	cmpl	0,
591	SAV0785	chr	+	870375	870585	870375	870585	1	870375,	870585,	781	none	cmpl	cmpl	0,
591	SAV0786	chr	+	870620	870848	870620	870848	1	870620,	870848,	782	none	cmpl	cmpl	0,
591	SAV0787	chr	+	870844	870991	870844	870991	1	870844,	870991,	783	none	cmpl	cmpl	0,
591	SAV0788	chr	+	870983	871193	870983	871193	1	870983,	871193,	784	none	cmpl	cmpl	0,
591	SAV0789	chr	+	871195	871513	871195	871513	1	871195,	871513,	785	none	cmpl	cmpl	0,
591	SAV0790	chr	+	871579	872449	871579	872449	1	871579,	872449,	786	none	cmpl	cmpl	0,
591	SAV0791	chr	+	872465	873935	872465	873935	1	872465,	873935,	787	none	cmpl	cmpl	0,
591	SAV0792	chr	+	874136	874583	874136	874583	1	874136,	874583,	788	none	cmpl	cmpl	0,
591	SAV0793	chr	+	874584	874869	874584	874869	1	874584,	874869,	789	none	cmpl	cmpl	0,
591	SAV0794	chr	+	874865	875507	874865	875507	1	874865,	875507,	790	none	cmpl	cmpl	0,
591	SAV0795	chr	+	875956	876298	875956	876298	1	875956,	876298,	791	none	cmpl	cmpl	0,
591	SAV0796	chr	+	876309	876888	876309	876888	1	876309,	876888,	792	none	cmpl	cmpl	0,
591	SAV0797	chr	+	876905	877124	876905	877124	1	876905,	877124,	793	none	cmpl	cmpl	0,
591	SAV0798	chr	+	877174	877702	877174	877702	1	877174,	877702,	794	none	cmpl	cmpl	0,
591	SAV0799	chr	+	877668	878046	877668	878046	1	877668,	878046,	795	none	cmpl	cmpl	0,
591	SAV0800	chr	+	878042	878612	878042	878612	1	878042,	878612,	796	none	cmpl	cmpl	0,
591	SAV0801	chr	+	878888	879857	878888	879857	1	878888,	879857,	797	none	cmpl	cmpl	0,
591	SAV0802	chr	+	880081	880276	880081	880276	1	880081,	880276,	798	none	cmpl	cmpl	0,
591	SAV0803	chr	+	880820	881735	880820	881735	1	880820,	881735,	799	none	cmpl	cmpl	0,
591	SAV0804	chr	+	881792	882641	881792	882641	1	881792,	882641,	800	none	cmpl	cmpl	0,
591	SAV0805	chr	+	883016	883157	883016	883157	1	883016,	883157,	801	none	cmpl	cmpl	0,
591	SAV0806	chr	+	883220	883439	883220	883439	1	883220,	883439,	802	none	cmpl	cmpl	0,
591	SAV0807	chr	-	883705	884008	883705	884008	1	883705,	884008,	803	none	cmpl	cmpl	0,
591	SAV0808	chr	-	884382	885111	884382	885111	1	884382,	885111,	804	none	cmpl	cmpl	0,
591	SAV0809	chr	+	885708	886230	885708	886230	1	885708,	886230,	805	none	cmpl	cmpl	0,
591	SAV0810	chr	+	886368	886899	886368	886899	1	886368,	886899,	806	none	cmpl	cmpl	0,
591	SAV0811	chr	+	887161	889969	887161	889969	1	887161,	889969,	807	fnb	cmpl	cmpl	0,
591	SAV0812	chr	+	890189	891692	890189	891692	1	890189,	891692,	808	none	cmpl	cmpl	0,
591	SAV0813	chr	+	892044	893067	892044	893067	1	892044,	893067,	809	ssp	cmpl	cmpl	0,
591	SAV0814	chr	+	893401	893923	893401	893923	1	893401,	893923,	810	none	cmpl	cmpl	0,
591	SAV0815	chr	+	894263	894950	894263	894950	1	894263,	894950,	811	nuc	cmpl	cmpl	0,
591	SAV0816	chr	+	895306	895507	895306	895507	1	895306,	895507,	812	cspC	cmpl	cmpl	0,
591	SAV0817	chr	-	895998	896217	895998	896217	1	895998,	896217,	813	none	cmpl	cmpl	0,
591	SAV0818	chr	-	896278	896563	896278	896563	1	896278,	896563,	814	none	cmpl	cmpl	0,
591	SAV0819	chr	-	896650	897220	896650	897220	1	896650,	897220,	815	none	cmpl	cmpl	0,
591	SAV0820	chr	-	897407	897596	897407	897596	1	897407,	897596,	816	none	cmpl	cmpl	0,
591	SAV0821	chr	-	897624	897885	897624	897885	1	897624,	897885,	817	none	cmpl	cmpl	0,
591	SAV0822	chr	+	898225	898429	898225	898429	1	898225,	898429,	818	none	cmpl	cmpl	0,
591	SAV0823	chr	-	898425	898662	898425	898662	1	898425,	898662,	819	none	cmpl	cmpl	0,
591	SAV0824	chr	+	898886	899468	898886	899468	1	898886,	899468,	820	none	cmpl	cmpl	0,
591	SAV0825	chr	-	899540	900158	899540	900158	1	899540,	900158,	821	none	cmpl	cmpl	0,
591	SAV0826	chr	-	900312	900807	900312	900807	1	900312,	900807,	822	none	cmpl	cmpl	0,
591	SAV0827	chr	+	901014	901065	901014	901065	1	901014,	901065,	823	none	cmpl	cmpl	0,
591	SAV0828	chr	-	901205	901628	901205	901628	1	901205,	901628,	824	none	cmpl	cmpl	0,
591	SAV0829	chr	+	901775	902492	901775	902492	1	901775,	902492,	825	none	cmpl	cmpl	0,
591	SAV0830	chr	+	902574	903114	902574	903114	1	902574,	903114,	826	none	cmpl	cmpl	0,
591	SAV0831	chr	-	903264	903585	903264	903585	1	903264,	903585,	827	none	cmpl	cmpl	0,
591	SAV0832	chr	+	903728	904085	903728	904085	1	903728,	904085,	828	none	cmpl	cmpl	0,
591	SAV0833	chr	+	904242	904623	904242	904623	1	904242,	904623,	829	none	cmpl	cmpl	0,
591	SAV0834	chr	+	904801	905680	904801	905680	1	904801,	905680,	830	none	cmpl	cmpl	0,
591	SAV0835	chr	+	906476	906863	906476	906863	1	906476,	906863,	831	none	cmpl	cmpl	0,
591	SAV0836	chr	+	906855	907152	906855	907152	1	906855,	907152,	832	none	cmpl	cmpl	0,
591	SAV0837	chr	+	907401	908427	907401	908427	1	907401,	908427,	833	none	cmpl	cmpl	0,
591	SAV0838	chr	+	908419	909115	908419	909115	1	908419,	909115,	834	none	cmpl	cmpl	0,
591	SAV0839	chr	+	909132	909954	909132	909954	1	909132,	909954,	835	none	cmpl	cmpl	0,
591	SAV0840	chr	+	910307	910502	910307	910502	1	910307,	910502,	836	none	cmpl	cmpl	0,
591	SAV0841	chr	-	910735	911587	910735	911587	1	910735,	911587,	837	none	cmpl	cmpl	0,
591	SAV0842	chr	+	911914	912676	911914	912676	1	911914,	912676,	838	none	cmpl	cmpl	0,
591	SAV0843	chr	+	912773	914081	912773	914081	1	912773,	914081,	839	none	cmpl	cmpl	0,
591	SAV0844	chr	+	914195	915437	914195	915437	1	914195,	915437,	840	none	cmpl	cmpl	0,
591	SAV0845	chr	+	915426	915891	915426	915891	1	915426,	915891,	841	none	cmpl	cmpl	0,
591	SAV0846	chr	+	916041	917439	916041	917439	1	916041,	917439,	842	none	cmpl	cmpl	0,
592	SAV0847	chr	-	917506	918556	917506	918556	1	917506,	918556,	843	int	cmpl	cmpl	0,
592	SAV0848	chr	+	918667	918847	918667	918847	1	918667,	918847,	844	int	cmpl	cmpl	0,
592	SAV0849	chr	-	918826	919759	918826	919759	1	918826,	919759,	845	none	cmpl	cmpl	0,
592	SAV0850	chr	-	919790	920255	919790	920255	1	919790,	920255,	846	none	cmpl	cmpl	0,
592	SAV0851	chr	-	920267	920597	920267	920597	1	920267,	920597,	847	none	cmpl	cmpl	0,
592	SAV0852	chr	+	920757	920949	920757	920949	1	920757,	920949,	848	none	cmpl	cmpl	0,
592	SAV0854	chr	-	921170	921380	921170	921380	1	921170,	921380,	849	none	cmpl	cmpl	0,
592	SAV0855	chr	+	921436	922216	921436	922216	1	921436,	922216,	850	none	cmpl	cmpl	0,
592	SAV0856	chr	+	922216	922441	922216	922441	1	922216,	922441,	851	none	cmpl	cmpl	0,
592	SAV0857	chr	+	922480	922624	922480	922624	1	922480,	922624,	852	none	cmpl	cmpl	0,
592	SAV0858	chr	-	922645	923293	922645	923293	1	922645,	923293,	853	none	cmpl	cmpl	0,
592	SAV0859	chr	+	923363	923585	923363	923585	1	923363,	923585,	854	none	cmpl	cmpl	0,
592	SAV0860	chr	+	923831	924134	923831	924134	1	923831,	924134,	855	none	cmpl	cmpl	0,
592	SAV0861	chr	-	924275	924410	924275	924410	1	924275,	924410,	856	none	cmpl	cmpl	0,
592	SAV0862	chr	+	924408	924630	924408	924630	1	924408,	924630,	857	none	cmpl	cmpl	0,
592	SAV0863	chr	+	924622	924745	924622	924745	1	924622,	924745,	858	none	cmpl	cmpl	0,
592	SAV0864	chr	+	925246	925672	925246	925672	1	925246,	925672,	859	none	cmpl	cmpl	0,
592	SAV0865	chr	+	925682	926234	925682	926234	1	925682,	926234,	860	none	cmpl	cmpl	0,
592	SAV0866	chr	+	926234	926909	926234	926909	1	926234,	926909,	861	none	cmpl	cmpl	0,
592	SAV0867	chr	-	927048	927330	927048	927330	1	927048,	927330,	862	none	cmpl	cmpl	0,
592	SAV0868	chr	+	927394	928126	927394	928126	1	927394,	928126,	863	none	cmpl	cmpl	0,
592	SAV0869	chr	+	928138	928924	928138	928924	1	928138,	928924,	864	none	cmpl	cmpl	0,
592	SAV0870	chr	+	928920	929079	928920	929079	1	928920,	929079,	865	none	cmpl	cmpl	0,
592	SAV0871	chr	+	929091	929313	929091	929313	1	929091,	929313,	866	none	cmpl	cmpl	0,
592	SAV0872	chr	+	929322	929727	929322	929727	1	929322,	929727,	867	none	cmpl	cmpl	0,
592	SAV0873	chr	+	929918	930290	929918	930290	1	929918,	930290,	868	none	cmpl	cmpl	0,
592	SAV0874	chr	+	930290	930539	930290	930539	1	930290,	930539,	869	none	cmpl	cmpl	0,
592	SAV0875	chr	+	930550	930802	930550	930802	1	930550,	930802,	870	none	cmpl	cmpl	0,
592	SAV0876	chr	+	930794	931331	930794	931331	1	930794,	931331,	871	none	cmpl	cmpl	0,
592	SAV0877	chr	+	931367	931574	931367	931574	1	931367,	931574,	872	none	cmpl	cmpl	0,
592	SAV0878	chr	+	931570	931765	931570	931765	1	931570,	931765,	873	none	cmpl	cmpl	0,
592	SAV0879	chr	+	931761	931965	931761	931965	1	931761,	931965,	874	none	cmpl	cmpl	0,
592	SAV0880	chr	+	931957	932194	931957	932194	1	931957,	932194,	875	none	cmpl	cmpl	0,
592	SAV0881	chr	+	932183	932570	932183	932570	1	932183,	932570,	876	none	cmpl	cmpl	0,
592	SAV0882	chr	+	932569	932743	932569	932743	1	932569,	932743,	877	none	cmpl	cmpl	0,
592	SAV0883	chr	+	932800	932890	932800	932890	1	932800,	932890,	878	none	cmpl	cmpl	0,
592	SAV0884	chr	+	932904	933324	932904	933324	1	932904,	933324,	879	none	cmpl	cmpl	0,
592	SAV0885	chr	+	933510	933951	933510	933951	1	933510,	933951,	880	none	cmpl	cmpl	0,
592	SAV0886	chr	+	933937	935215	933937	935215	1	933937,	935215,	881	none	cmpl	cmpl	0,
592	SAV0887	chr	+	935225	936761	935225	936761	1	935225,	936761,	882	none	cmpl	cmpl	0,
592	SAV0888	chr	+	936767	937763	936767	937763	1	936767,	937763,	883	none	cmpl	cmpl	0,
592	SAV0889	chr	+	937835	938006	937835	938006	1	937835,	938006,	884	none	cmpl	cmpl	0,
592	SAV0890	chr	+	938140	938755	938140	938755	1	938140,	938755,	885	none	cmpl	cmpl	0,
592	SAV0891	chr	+	938768	939077	938768	939077	1	938768,	939077,	886	none	cmpl	cmpl	0,
592	SAV0892	chr	+	939208	939742	939208	939742	1	939208,	939742,	887	none	cmpl	cmpl	0,
592	SAV0893	chr	+	939763	940051	939763	940051	1	939763,	940051,	888	none	cmpl	cmpl	0,
592	SAV0894	chr	+	940059	940392	940059	940392	1	940059,	940392,	889	none	cmpl	cmpl	0,
592	SAV0895	chr	+	940388	940691	940388	940691	1	940388,	940691,	890	none	cmpl	cmpl	0,
592	SAV0896	chr	+	940690	941038	940690	941038	1	940690,	941038,	891	none	cmpl	cmpl	0,
592	SAV0897	chr	+	941049	941433	941049	941433	1	941049,	941433,	892	none	cmpl	cmpl	0,
592	SAV0898	chr	+	941451	942033	941451	942033	1	941451,	942033,	893	none	cmpl	cmpl	0,
592	SAV0899	chr	+	942094	942460	942094	942460	1	942094,	942460,	894	none	cmpl	cmpl	0,
592	SAV0900	chr	+	942579	942834	942579	942834	1	942579,	942834,	895	none	cmpl	cmpl	0,
592	SAV0901	chr	+	942850	946315	942850	946315	1	942850,	946315,	896	none	cmpl	cmpl	0,
592	SAV0902	chr	+	946327	947275	946327	947275	1	946327,	947275,	897	none	cmpl	cmpl	0,
592	SAV0903	chr	+	947283	949185	947283	949185	1	947283,	949185,	898	none	cmpl	cmpl	0,
592	SAV0904	chr	+	949199	951110	949199	951110	1	949199,	951110,	899	none	cmpl	cmpl	0,
592	SAV0905	chr	+	951109	952933	951109	952933	1	951109,	952933,	900	none	cmpl	cmpl	0,
592	SAV0906	chr	+	952932	953310	952932	953310	1	952932,	953310,	901	none	cmpl	cmpl	0,
592	SAV0907	chr	+	953313	953487	953313	953487	1	953313,	953487,	902	none	cmpl	cmpl	0,
592	SAV0908	chr	+	953527	953827	953527	953827	1	953527,	953827,	903	none	cmpl	cmpl	0,
592	SAV0909	chr	+	953963	955862	953963	955862	1	953963,	955862,	904	none	cmpl	cmpl	0,
592	SAV0910	chr	+	955874	957113	955874	957113	1	955874,	957113,	905	none	cmpl	cmpl	0,
592	SAV0911	chr	+	957118	957514	957118	957514	1	957118,	957514,	906	none	cmpl	cmpl	0,
592	SAV0912	chr	+	957569	958007	957569	958007	1	957569,	958007,	907	none	cmpl	cmpl	0,
592	SAV0913	chr	+	957987	959433	957987	959433	1	957987,	959433,	908	none	cmpl	cmpl	0,
592	SAV0914	chr	+	959699	959828	959699	959828	1	959699,	959828,	909	none	cmpl	cmpl	0,
592	SAV0915	chr	+	959898	960009	959898	960009	1	959898,	960009,	910	none	cmpl	cmpl	0,
592	SAV0916	chr	+	960528	961161	960528	961161	1	960528,	961161,	911	none	cmpl	cmpl	0,
592	SAV0917	chr	+	961153	961585	961153	961585	1	961153,	961585,	912	none	cmpl	cmpl	0,
592	SAV0918	chr	-	962250	962565	962250	962565	1	962250,	962565,	913	none	cmpl	cmpl	0,
592	SAV0919	chr	+	962929	963970	962929	963970	1	962929,	963970,	914	none	cmpl	cmpl	0,
592	SAV0920	chr	+	963983	965051	963983	965051	1	963983,	965051,	915	none	cmpl	cmpl	0,
592	SAV0921	chr	+	965435	966284	965435	966284	1	965435,	966284,	916	none	cmpl	cmpl	0,
592	SAV0922	chr	+	966296	967124	966296	967124	1	966296,	967124,	917	none	cmpl	cmpl	0,
592	SAV0923	chr	+	967150	968470	967150	968470	1	967150,	968470,	918	none	cmpl	cmpl	0,
592	SAV0924	chr	+	968553	969471	968553	969471	1	968553,	969471,	919	lipA	cmpl	cmpl	0,
592	SAV0925	chr	+	969600	969984	969600	969984	1	969600,	969984,	920	none	cmpl	cmpl	0,
592	SAV0926	chr	+	970189	971509	970189	971509	1	970189,	971509,	921	tnp	cmpl	cmpl	0,
592	SAV0927	chr	-	971582	971849	971582	971849	1	971582,	971849,	922	none	cmpl	cmpl	0,
592	SAV0928	chr	+	971946	972381	971946	972381	1	971946,	972381,	923	none	cmpl	cmpl	0,
592	SAV0929	chr	+	972380	973160	972380	973160	1	972380,	973160,	924	none	cmpl	cmpl	0,
592	SAV0930	chr	+	973192	974152	973192	974152	1	973192,	974152,	925	none	cmpl	cmpl	0,
592	SAV0931	chr	+	974563	974716	974563	974716	1	974563,	974716,	926	none	cmpl	cmpl	0,
592	SAV0932	chr	+	974731	976189	974731	976189	1	974731,	976189,	927	dltA	cmpl	cmpl	0,
592	SAV0933	chr	+	976185	977400	976185	977400	1	976185,	977400,	928	dltB	cmpl	cmpl	0,
592	SAV0934	chr	+	977417	977654	977417	977654	1	977417,	977654,	929	dltC	cmpl	cmpl	0,
592	SAV0935	chr	+	977650	978826	977650	978826	1	977650,	978826,	930	dltD	cmpl	cmpl	0,
592	SAV0936	chr	-	979088	979331	979088	979331	1	979088,	979331,	931	none	cmpl	cmpl	0,
592	SAV0937	chr	+	979446	979755	979446	979755	1	979446,	979755,	932	none	cmpl	cmpl	0,
592	SAV0938	chr	-	979813	980878	979813	980878	1	979813,	980878,	933	none	cmpl	cmpl	0,
592	SAV0939	chr	+	981194	981431	981194	981431	1	981194,	981431,	934	none	cmpl	cmpl	0,
592	SAV0940	chr	+	981443	981803	981443	981803	1	981443,	981803,	935	none	cmpl	cmpl	0,
592	SAV0941	chr	+	982256	983465	982256	983465	1	982256,	983465,	936	none	cmpl	cmpl	0,
592	SAV0942	chr	+	983595	985071	983595	985071	1	983595,	985071,	937	ampA	cmpl	cmpl	0,
592	SAV0943	chr	+	985481	986798	985481	986798	1	985481,	986798,	938	none	cmpl	cmpl	0,
592	SAV0944	chr	+	986816	987191	986816	987191	1	986816,	987191,	939	none	cmpl	cmpl	0,
592	SAV0945	chr	-	987246	988401	987246	988401	1	987246,	988401,	940	none	cmpl	cmpl	0,
592	SAV0946	chr	-	988649	989006	988649	989006	1	988649,	989006,	941	mnhG	cmpl	cmpl	0,
592	SAV0947	chr	-	988983	989277	988983	989277	1	988983,	989277,	942	mnhF	cmpl	cmpl	0,
592	SAV0948	chr	-	989276	989756	989276	989756	1	989276,	989756,	943	mnhE	cmpl	cmpl	0,
592	SAV0949	chr	-	989757	991254	989757	991254	1	989757,	991254,	944	mnhD	cmpl	cmpl	0,
592	SAV0950	chr	-	991246	991588	991246	991588	1	991246,	991588,	945	mnhC	cmpl	cmpl	0,
592	SAV0951	chr	-	991587	992016	991587	992016	1	991587,	992016,	946	mnhB	cmpl	cmpl	0,
592	SAV0952	chr	-	992008	994414	992008	994414	1	992008,	994414,	947	mnhA	cmpl	cmpl	0,
592	SAV0953	chr	-	994544	994928	994544	994928	1	994544,	994928,	948	none	cmpl	cmpl	0,
592	SAV0954	chr	+	994991	995585	994991	995585	1	994991,	995585,	949	none	cmpl	cmpl	0,
592	SAV0955	chr	+	996116	996377	996116	996377	1	996116,	996377,	950	none	cmpl	cmpl	0,
592	SAV0956	chr	+	996738	997866	996738	997866	1	996738,	997866,	951	none	cmpl	cmpl	0,
592	SAV0957	chr	+	998173	999364	998173	999364	1	998173,	999364,	952	rocD	cmpl	cmpl	0,
592	SAV0958	chr	+	999472	1000717	999472	1000717	1	999472,	1000717,	953	gudB	cmpl	cmpl	0,
592	SAV0959	chr	-	1001053	1001983	1001053	1001983	1	1001053,	1001983,	954	glpQ	cmpl	cmpl	0,
592	SAV0960	chr	-	1002224	1003604	1002224	1003604	1	1002224,	1003604,	955	argH	cmpl	cmpl	0,
592	SAV0961	chr	-	1003593	1004799	1003593	1004799	1	1003593,	1004799,	956	argG	cmpl	cmpl	0,
592	SAV0962	chr	+	1005149	1006481	1005149	1006481	1	1005149,	1006481,	957	pgi	cmpl	cmpl	0,
592	SAV0963	chr	+	1006805	1007381	1006805	1007381	1	1006805,	1007381,	958	none	cmpl	cmpl	0,
592	SAV0964	chr	+	1007385	1007910	1007385	1007910	1	1007385,	1007910,	959	spsA	cmpl	cmpl	0,
592	SAV0965	chr	+	1007925	1008501	1007925	1008501	1	1007925,	1008501,	960	spsB	cmpl	cmpl	0,
592	SAV0966	chr	+	1008660	1012134	1008660	1012134	1	1008660,	1012134,	961	none	cmpl	cmpl	0,
592	SAV0967	chr	+	1012137	1015791	1012137	1015791	1	1012137,	1015791,	962	none	cmpl	cmpl	0,
592	SAV0968	chr	+	1015956	1016859	1015956	1016859	1	1015956,	1016859,	963	none	cmpl	cmpl	0,
592	SAV0969	chr	+	1017187	1017577	1017187	1017577	1	1017187,	1017577,	964	none	cmpl	cmpl	0,
592	SAV0970	chr	-	1017748	1019065	1017748	1019065	1	1017748,	1019065,	965	cdr	cmpl	cmpl	0,
592	SAV0971	chr	-	1019116	1019941	1019116	1019941	1	1019116,	1019941,	966	none	cmpl	cmpl	0,
592	SAV0972	chr	+	1020054	1020363	1020054	1020363	1	1020054,	1020363,	967	none	cmpl	cmpl	0,
592	SAV0973	chr	-	1020359	1020452	1020359	1020452	1	1020359,	1020452,	968	none	cmpl	cmpl	0,
592	SAV0974	chr	+	1020910	1022725	1020910	1022725	1	1020910,	1022725,	969	none	cmpl	cmpl	0,
592	SAV0975	chr	+	1022927	1025537	1022927	1025537	1	1022927,	1025537,	970	clpB	cmpl	cmpl	0,
592	SAV0976	chr	-	1025595	1026465	1025595	1026465	1	1025595,	1026465,	971	none	cmpl	cmpl	0,
592	SAV0977	chr	+	1026574	1027720	1026574	1027720	1	1026574,	1027720,	972	none	cmpl	cmpl	0,
592	SAV0978	chr	+	1027703	1028345	1027703	1028345	1	1027703,	1028345,	973	none	cmpl	cmpl	0,
592	SAV0979	chr	+	1028337	1029459	1028337	1029459	1	1028337,	1029459,	974	none	cmpl	cmpl	0,
592	SAV0980	chr	+	1029436	1029952	1029436	1029952	1	1029436,	1029952,	975	none	cmpl	cmpl	0,
592	SAV0981	chr	+	1030262	1030697	1030262	1030697	1	1030262,	1030697,	976	none	cmpl	cmpl	0,
592	SAV0982	chr	-	1030953	1031139	1030953	1031139	1	1030953,	1031139,	977	none	cmpl	cmpl	0,
592	SAV0983	chr	+	1031433	1032375	1031433	1032375	1	1031433,	1032375,	978	fabH	cmpl	cmpl	0,
592	SAV0984	chr	+	1032386	1033631	1032386	1033631	1	1032386,	1033631,	979	none	cmpl	cmpl	0,
592	SAV0985	chr	-	1033685	1034057	1033685	1034057	1	1033685,	1034057,	980	none	cmpl	cmpl	0,
592	SAV0986	chr	+	1034299	1035226	1034299	1035226	1	1034299,	1035226,	981	oppB	cmpl	cmpl	0,
592	SAV0987	chr	+	1035225	1036296	1035225	1036296	1	1035225,	1036296,	982	none	cmpl	cmpl	0,
592	SAV0988	chr	+	1036311	1037394	1036311	1037394	1	1036311,	1037394,	983	oppD	cmpl	cmpl	0,
592	SAV0989	chr	+	1037383	1038325	1037383	1038325	1	1037383,	1038325,	984	oppF	cmpl	cmpl	0,
592	SAV0990	chr	+	1038343	1039999	1038343	1039999	1	1038343,	1039999,	985	none	cmpl	cmpl	0,
592	SAV0991	chr	+	1040210	1041926	1040210	1041926	1	1040210,	1041926,	986	none	cmpl	cmpl	0,
592	SAV0992	chr	+	1041976	1042963	1041976	1042963	1	1041976,	1042963,	987	none	cmpl	cmpl	0,
592	SAV0993	chr	+	1042965	1043946	1042965	1043946	1	1042965,	1043946,	988	appF	cmpl	cmpl	0,
592	SAV0994	chr	+	1043938	1044901	1043938	1044901	1	1043938,	1044901,	989	oppB	cmpl	cmpl	0,
592	SAV0995	chr	+	1044912	1045794	1044912	1045794	1	1044912,	1045794,	990	none	cmpl	cmpl	0,
592	SAV0996	chr	-	1045835	1046825	1045835	1046825	1	1045835,	1046825,	991	trpS	cmpl	cmpl	0,
592	SAV0997	chr	+	1047118	1047514	1047118	1047514	1	1047118,	1047514,	992	spxA	cmpl	cmpl	0,
9	SAV0998	chr	+	1047884	1048604	1047884	1048604	1	1047884,	1048604,	993	none	cmpl	cmpl	0,
593	SAV0999	chr	+	1048724	1049711	1048724	1049711	1	1048724,	1049711,	994	none	cmpl	cmpl	0,
593	SAV1000	chr	+	1049758	1051567	1049758	1051567	1	1049758,	1051567,	995	none	cmpl	cmpl	0,
593	SAV1001	chr	-	1052026	1052812	1052026	1052812	1	1052026,	1052812,	996	yjbM	cmpl	cmpl	0,
593	SAV1003	chr	-	1052855	1053221	1052855	1053221	1	1052855,	1053221,	997	none	cmpl	cmpl	0,
593	SAV1004	chr	-	1053324	1053918	1053324	1053918	1	1053324,	1053918,	998	none	cmpl	cmpl	0,
593	SAV1005	chr	+	1054103	1054451	1054103	1054451	1	1054103,	1054451,	999	none	cmpl	cmpl	0,
593	SAV1006	chr	+	1054467	1055103	1054467	1055103	1	1054467,	1055103,	1000	none	cmpl	cmpl	0,
593	SAV1007	chr	+	1055119	1055929	1055119	1055929	1	1055119,	1055929,	1001	ppnK	cmpl	cmpl	0,
593	SAV1008	chr	+	1055925	1056780	1055925	1056780	1	1055925,	1056780,	1002	none	cmpl	cmpl	0,
593	SAV1009	chr	+	1056800	1058186	1056800	1058186	1	1056800,	1058186,	1003	none	cmpl	cmpl	0,
593	SAV1010	chr	+	1058195	1060040	1058195	1060040	1	1058195,	1060040,	1004	none	cmpl	cmpl	0,
593	SAV1011	chr	+	1060317	1061088	1060317	1061088	1	1060317,	1061088,	1005	fabI	cmpl	cmpl	0,
593	SAV1012	chr	-	1061284	1062370	1061284	1062370	1	1061284,	1062370,	1006	none	cmpl	cmpl	0,
